,Title,Rating,Description,Website,Address,Phone
368,No. 3 Clive Road,3.7,"No. 3 Clive Road is a luxury Indian brand specialising in exquisite hand-blended teas and bespoke locally produced accessories. Founded by Radhika Chopra in early 2015, the story and aesthetic of the brand uses design, quality and innovation to bring a moment of the elegance of a bygone era into the homes and lifestyles of today.",https://www.threecliveroad.com/,"29, Kriti Nagar, Block Y, Diplomatic Enclave, Chanakyapuri, New Delhi, Delhi ",
369,Honey Roots,3.8,"100% Original Raw Honey in different variants. Wouldn't be great to eat at a restaurant that grows own vegetables? Well, that’s what Honey Roots Is All About. We aim to spread as much awareness about honey as possible because most people are misinformed when it comes to honey. Most big brands sell honey which is highly processed with no nutritional properties. Whereas raw honey contains bits of pollen, beeswax and propolis as well which are highly nutritional.",https://trustvardi.sfo2.digitaloceanspaces.com/images/1565432950780Brochure.pdf,"Rajkot, Gujarat, India",9377977077
370, Leon Beer India,3.9,"Leon Beer was the product of the first brewery in Cyprus founded in 1937. Production of Leon Beer was suspended in 1962 because the company acquired the license to produce Carlsberg locally. In 2003, the brewery re-launched Leon based on the original recipe used in 1937.",https://trustvardi.sfo2.digitaloceanspaces.com/images/1565432950780Brochure.pdf,,
371,Ambrosia by Ritu Gupta,3.8,"Ambrosia is a home-run bakery by a mother-daughter duo - a resolute professional cook & a talented Le Cordon Bleu patisserie chef. Estd. in 1995, Ambrosia- Food of the Gods, brings to you the perfect blend of authenticity and innovation wrapped in the most delectable desserts available in town. We attempt to provide you with the best quality of desserts using the finest ingredients and ensuring that our products reach you fresh out of the oven.",https://trustvardi.sfo2.digitaloceanspaces.com/images/1565432950780Brochure.pdf,"56 A, 1, East, Friends Colony East, New Friends Colony, New Delhi, Delhi",9811900575
372,Nuteva,4.5,"Get scrumptious natural slow ground Nut Butters & Nut Milk
Vegan, Gluten free, Almond Butter,Peanut Butter, Cashew nut Butter.",https://nuteva.in,"763, Avinashi Rd, KR Puram, Udayampalayam, Coimbatore, Tamil Nadu 641004",9943399080
373,Fruit Box & Co.,3.8,"Fruit Box Co. is a fruit delivery service catering to your daily needs, gifting for all occasions & corporate packages, with an array of exotic and local fruits!",https://www.fruitboxco.com/,7210110110,
374,Batter Up,3.6,BatterUp is a delivery Bakery studio which provides freshly baked goods that will make you drool. Occasional and Customizable Cakes are also available. Homemade Bakery Dishes at your doorstep.,https://www.fruitboxco.com/,9810022223,
375,FayMylk,3.8,"Almond milk reaped from the vale of Kashmir which benefits your health, farmers, and our planet earth. To produce soulful diet essentials that drive one’s quest to rediscover a truly healthy life. It’s 100% natural & Dairy-free.",https://www.faymylk.com/,"402/B, Jai Krishna Complex",7506489355
376,Blufit,4.4,"blufit is the dream of healthy people living healthy lives. The name itself is derived from the words Bloom and Fitness. blufit blooms possibilities for balanced fitness in India. Our one of a kind keto diet food boxes, delivered for lunch and dinner are available for every day via our monthly subscription-based model. We are committed to changing lives and helping people to live a delicious meal plan, focused on healthy Indian eating habits and recipes.",https://blufit.in/,B-13,"Also Available in: New Delhi, Gurgaon, Noida"
377, ARMR shots,3.8,"Start the night with ARMR - the 100% herbal, pre-party, anti-hangover shot to rule all shots. Get high, not hungover.
- A delicious pre-party shot
- Made with 15 efficacious herbs
- It has zero sugar so it's guilt-free.
- We repeat- ARMR kills your hangover, not your high!",https://www.armrshot.com/,"Naturedge Beverages Private Limited, 404, Plot 293/299, CHARTERED HOUSE, ",7066566655
378,Mr . Dairy,4,"A2 Milk epitomises Purity, milked fresh and delivered within just a few hours - Farm to Table! It’s as fresh as it gets! The goodness of farm life, brought to your doorstep in the bustling city.! It doesn’t get any better.",care@mrdairy.in," Faridabad - Gurgaon Rd, Baliawas, Haryana ",18001206455
379,Jade Forest,4,"Treasured and venerated for thousands of years in Asian culture, Jade is a powerful mineral epitomising purity. Our quest for product excellence brought us to this hidden gem, carrying a light, and nourishing energy, perfectly encapsulating what we have to offer. For those who appreciate the finer things in life, one sip of Jade forest will elevate you to a higher state of consciousness and will refresh your palate and revitalise your soul.​
Inspired by the open skies, fresh air and quality experiences that come with it, our beverages have been developed using honest ingredients and flavours that are closest to nature. Countless tastings later, we’ve sourced just the right elements in perfect proportion to create a blend that forms a full and bountiful flavour, free from any artificial sweeteners or unnatural colours. We believe good products also give the most pleasure, so we bring you hydration in its most healthy form.", http://www.jadeforest.in,New Delhi,8920908885
380,Lets Bake Love,4.2,"With amazing designs and amazing taste Lets Bake Love home bakers are here to fulfill all your sweet cravings with their delicious desserts. Their desserts are too yummy that once you try them you will order from them at any other occasion which is in the line.
", http://www.jadeforest.in,"A-155 Lajpat Nagar 1 Delhi, India",971707883
381,Cake Crew by Sonam Chawla,3.8,"Cake Crew by Sonam Chawla are here to serve you with the very best! Health with yummy taste is a rare combination but they fused it really good with their sugar-free cakes. They make varieties of sweet dishes from chocolate jars to cakes and from brownies to icing cakes all the products are amazing. Try the best quality with the best taste today!
", http://www.jadeforest.in,"West Punjabi Bagh, New Delhi", 099108 88386
382,Sugar Fancies,4,"Celebrating a birthday, or have a wedding coming or just a chit chat over a tea with friends! At Sugar Fancies by Pooja, they are ready to add some sweetness and make your day more special by their home bakery products. They make amazing cakes that can be customized according to your preference and occasion. So, hurry up and try their cakes today.", http://www.jadeforest.in,"3/5, E Patel Nagar Rd, Old Ranjeet Nagar, East Patel Nagar, Patel Nagar, New Delhi, Delhi 110008", 9910353456
383,Maya Handmade Chocolates,4.3,"For healthy, fat-free and eggless cakes and desserts contact and order from Maya Handmade Chocolates today. The taste of their delicious cakes will unlock all the sweet tastebuds with all the sweetness and embracing the occasion with the best flavors.
", http://www.jadeforest.in,"D-1, Vasant Kunj, New Delhi", 9818250010
384,The Mad Hatter's Desserts,4.2,"With the goodness of personal touch and different flavors for your taste buds, we bring you The Mad Hatter's. They are one of the best home bakers in Delhi. You should try their delicious muffins and we bet you will fall in love with them. They accept orders from Delhi and NCR and usually require 24-48 hours to get an order ready ", http://www.jadeforest.in, 9811612019,
385,Oraya's Oven,4,"From delicious cakes to cookies, banoffee pies to brownies Oraya's Oven home bakery is all ready to fulfill your cravings and to make you swirl in the taste of their delicious desserts. You can also customize your order for your loved ones to give them a sweet surprise!
", http://www.jadeforest.in,9871752473,
386,Sinful Bites,4,"Sinful Bites by Magic Fingers is here to serve you homemade gourmet desserts and treats. The delicious treats are made of the finest ingredients and with no compromise in quantity and quality. Order today for yummy desserts and feel heavenly with every bite.
", http://www.jadeforest.in,"C-56, 2nd Floor, Neeti Bagh, Near, Uday Park, New Delhi",098115 10991
387,Bake 'N' Flake ,4.1,"From your child's first birthday to his/her teen birthday and from weddings to corporate success parties Bake n' Flake home bakery got you all covered. At any celebration, they are ready to add sweetness with their delicious cakes, desserts and more. So, next time when you are going to have a party you know where you have to contact.
", http://www.jadeforest.in,"BLOCK Y, 40-B, Hauz Khas, New Delhi, Delhi 110016",9711559909
388,Sweet Sins by Avneet Anand,4.2,"Make your special someone feel more special, gift them love jar cakes and cookies by Sweet Sins by Avneet Anand. If you are health conscious don't worry they got that covered too with their special healthy cakes and cookies. If you want to get something customize then go for their royal icing cookies in any shape and size. Order today we bet you will have a sweet experience.", http://www.jadeforest.in,"Pocket 13, 45-b, Fort View Appartments, Kalkaji extn Delhi, India",098102 93932
389,Cake me away,4,"Planning to have a party? We bring you Cake Me Away Yashaswini Gupta an amazing home baker to fulfill all the sweetness you need at a party. They bake cupcakes, cheesecakes, muffins and whole wheat dry cakes as well. You can customize your order, enjoy the sweetness the way you like.", http://www.jadeforest.in,"49, Uday Park, New Delhi-11049",997125355
390,Foodhall India,4.6,Food-hall India serves up a menu that encompasses various cuisines and concepts from kebabs to salads in a jar. They offer unique ingredients which will add a special flavor to food.,http://foodhallonline.com/,"Plot No.106, Linking Road, Santacruz – West Mumbai, Maharashtra 400054",022-26065360
391,Flavee Gourmet,4.4,"Flavee Gourmet is a full-service catering company, offering food services with superior customer experience. Whether you are looking for traditional Indian cuisine, regional cuisine such as Andhra and Telangana, or North Indian cuisine, they can be your one-stop catering service provider! Flavee thrives on making your events come to life with their catering services. ",http://flaveegourmet.com/,"C/o. Plot No.1, Hafeezpet Main Road, MIE, Miyapur, Hyderabad - 500050",+919985774433
